1035
50	0	0	    2	0	1
50	2.27273	0	    2	0	1
50	4.54545	0	    2	0	1
50	6.81818	0	    2	0	1
50	9.09091	0	    2	0	1
50	11.3636	0	    2	0	1
50	13.6364	0	    2	0	1
50	15.9091	0	    2	0	1
50	18.1818	0	    2	0	1
50	20.4545	0	    2	0	1
50	22.7273	0	    2	0	1
50	25	0	    2	0	1
47.7273	25	0	    2	0	1
45.4545	25	0	    2	0	1
43.1818	25	0	    2	0	1
40.9091	25	0	    2	0	1
38.6364	25	0	    2	0	1
36.3636	25	0	    2	0	1
34.0909	25	0	    2	0	1
31.8182	25	0	    2	0	1
29.5455	25	0	    2	0	1
27.2727	25	0	    2	0	1
25	25	0	    2	0	1
22.7273	25	0	    2	0	1
20.4545	25	0	    2	0	1
18.1818	25	0	    2	0	1
15.9091	25	0	    2	0	1
13.6364	25	0	    2	0	1
11.3636	25	0	    2	0	1
9.09091	25	0	    2	0	1
6.81818	25	0	    2	0	1
4.54545	25	0	    2	0	1
2.27273	25	0	    2	0	1
0	25	0	    2	0	1
-2.27273	25	0	    2	0	1
-4.54545	25	0	    2	0	1
-6.81818	25	0	    2	0	1
-9.09091	25	0	    2	0	1
-11.3636	25	0	    2	0	1
-13.6364	25	0	    2	0	1
-15.9091	25	0	    2	0	1
-18.1818	25	0	    2	0	1
-20.4545	25	0	    2	0	1
-22.7273	25	0	    2	0	1
-25	25	0	    2	0	1
-27.2727	25	0	    2	0	1
-29.5455	25	0	    2	0	1
-31.8182	25	0	    2	0	1
-34.0909	25	0	    2	0	1
-36.3636	25	0	    2	0	1
-38.6364	25	0	    2	0	1
-40.9091	25	0	    2	0	1
-43.1818	25	0	    2	0	1
-45.4545	25	0	    2	0	1
-47.7273	25	0	    2	0	1
-50	25	0	    2	0	1
-50	22.7273	0	    2	0	1
-50	20.4545	0	    2	0	1
-50	18.1818	0	    2	0	1
-50	15.9091	0	    2	0	1
-50	13.6364	0	    2	0	1
-50	11.3636	0	    2	0	1
-50	9.09091	0	    2	0	1
-50	6.81818	0	    2	0	1
-50	4.54545	0	    2	0	1
-50	2.27273	0	    2	0	1
-50	0	0	    2	0	1
-50	-2.27273	0	    2	0	1
-50	-4.54545	0	    2	0	1
-50	-6.81818	0	    2	0	1
-50	-9.09091	0	    2	0	1
-50	-11.3636	0	    2	0	1
-50	-13.6364	0	    2	0	1
-50	-15.9091	0	    2	0	1
-50	-18.1818	0	    2	0	1
-50	-20.4545	0	    2	0	1
-50	-22.7273	0	    2	0	1
-50	-25	0	    2	0	1
-47.7273	-25	0	    2	0	1
-45.4545	-25	0	    2	0	1
-43.1818	-25	0	    2	0	1
-40.9091	-25	0	    2	0	1
-38.6364	-25	0	    2	0	1
-36.3636	-25	0	    2	0	1
-34.0909	-25	0	    2	0	1
-31.8182	-25	0	    2	0	1
-29.5455	-25	0	    2	0	1
-27.2727	-25	0	    2	0	1
-25	-25	0	    2	0	1
-22.7273	-25	0	    2	0	1
-20.4545	-25	0	    2	0	1
-18.1818	-25	0	    2	0	1
-15.9091	-25	0	    2	0	1
-13.6364	-25	0	    2	0	1
-11.3636	-25	0	    2	0	1
-9.09091	-25	0	    2	0	1
-6.81818	-25	0	    2	0	1
-4.54545	-25	0	    2	0	1
-2.27273	-25	0	    2	0	1
0	-25	0	    2	0	1
2.27273	-25	0	    2	0	1
4.54545	-25	0	    2	0	1
6.81818	-25	0	    2	0	1
9.09091	-25	0	    2	0	1
11.3636	-25	0	    2	0	1
13.6364	-25	0	    2	0	1
15.9091	-25	0	    2	0	1
18.1818	-25	0	    2	0	1
20.4545	-25	0	    2	0	1
22.7273	-25	0	    2	0	1
25	-25	0	    2	0	1
27.2727	-25	0	    2	0	1
29.5455	-25	0	    2	0	1
31.8182	-25	0	    2	0	1
34.0909	-25	0	    2	0	1
36.3636	-25	0	    2	0	1
38.6364	-25	0	    2	0	1
40.9091	-25	0	    2	0	1
43.1818	-25	0	    2	0	1
45.4545	-25	0	    2	0	1
47.7273	-25	0	    2	0	1
50	-25	0	    2	0	1
50	-22.7273	0	    2	0	1
50	-20.4545	0	    2	0	1
50	-18.1818	0	    2	0	1
50	-15.9091	0	    2	0	1
50	-13.6364	0	    2	0	1
50	-11.3636	0	    2	0	1
50	-9.09091	0	    2	0	1
50	-6.81818	0	    2	0	1
50	-4.54545	0	    2	0	1
50	-2.27273	0	    2	0	1
47.75	0	0	    2	0	0
47.75	2.275	0	    2	0	0
47.75	4.55	0	    2	0	0
47.75	6.825	0	    2	0	0
47.75	9.1	0	    2	0	0
47.75	11.375	0	    2	0	0
47.75	13.65	0	    2	0	0
47.75	15.925	0	    2	0	0
47.75	18.2	0	    2	0	0
47.75	20.475	0	    2	0	0
47.75	22.75	0	    2	0	0
45.4762	22.75	0	    2	0	0
43.2024	22.75	0	    2	0	0
40.9286	22.75	0	    2	0	0
38.6548	22.75	0	    2	0	0
36.381	22.75	0	    2	0	0
34.1071	22.75	0	    2	0	0
31.8333	22.75	0	    2	0	0
29.5595	22.75	0	    2	0	0
27.2857	22.75	0	    2	0	0
25.0119	22.75	0	    2	0	0
22.7381	22.75	0	    2	0	0
20.4643	22.75	0	    2	0	0
18.1905	22.75	0	    2	0	0
15.9167	22.75	0	    2	0	0
13.6429	22.75	0	    2	0	0
11.369	22.75	0	    2	0	0
9.09524	22.75	0	    2	0	0
6.82143	22.75	0	    2	0	0
4.54762	22.75	0	    2	0	0
2.27381	22.75	0	    2	0	0
0	22.75	0	    2	0	0
-2.27381	22.75	0	    2	0	0
-4.54762	22.75	0	    2	0	0
-6.82143	22.75	0	    2	0	0
-9.09524	22.75	0	    2	0	0
-11.369	22.75	0	    2	0	0
-13.6429	22.75	0	    2	0	0
-15.9167	22.75	0	    2	0	0
-18.1905	22.75	0	    2	0	0
-20.4643	22.75	0	    2	0	0
-22.7381	22.75	0	    2	0	0
-25.0119	22.75	0	    2	0	0
-27.2857	22.75	0	    2	0	0
-29.5595	22.75	0	    2	0	0
-31.8333	22.75	0	    2	0	0
-34.1071	22.75	0	    2	0	0
-36.381	22.75	0	    2	0	0
-38.6548	22.75	0	    2	0	0
-40.9286	22.75	0	    2	0	0
-43.2024	22.75	0	    2	0	0
-45.4762	22.75	0	    2	0	0
-47.75	22.75	0	    2	0	0
-47.75	20.475	0	    2	0	0
-47.75	18.2	0	    2	0	0
-47.75	15.925	0	    2	0	0
-47.75	13.65	0	    2	0	0
-47.75	11.375	0	    2	0	0
-47.75	9.1	0	    2	0	0
-47.75	6.825	0	    2	0	0
-47.75	4.55	0	    2	0	0
-47.75	2.275	0	    2	0	0
-47.75	0	0	    2	0	0
-47.75	-2.275	0	    2	0	0
-47.75	-4.55	0	    2	0	0
-47.75	-6.825	0	    2	0	0
-47.75	-9.1	0	    2	0	0
-47.75	-11.375	0	    2	0	0
-47.75	-13.65	0	    2	0	0
-47.75	-15.925	0	    2	0	0
-47.75	-18.2	0	    2	0	0
-47.75	-20.475	0	    2	0	0
-47.75	-22.75	0	    2	0	0
-45.4762	-22.75	0	    2	0	0
-43.2024	-22.75	0	    2	0	0
-40.9286	-22.75	0	    2	0	0
-38.6548	-22.75	0	    2	0	0
-36.381	-22.75	0	    2	0	0
-34.1071	-22.75	0	    2	0	0
-31.8333	-22.75	0	    2	0	0
-29.5595	-22.75	0	    2	0	0
-27.2857	-22.75	0	    2	0	0
-25.0119	-22.75	0	    2	0	0
-22.7381	-22.75	0	    2	0	0
-20.4643	-22.75	0	    2	0	0
-18.1905	-22.75	0	    2	0	0
-15.9167	-22.75	0	    2	0	0
-13.6429	-22.75	0	    2	0	0
-11.369	-22.75	0	    2	0	0
-9.09524	-22.75	0	    2	0	0
-6.82143	-22.75	0	    2	0	0
-4.54762	-22.75	0	    2	0	0
-2.27381	-22.75	0	    2	0	0
0	-22.75	0	    2	0	0
2.27381	-22.75	0	    2	0	0
4.54762	-22.75	0	    2	0	0
6.82143	-22.75	0	    2	0	0
9.09524	-22.75	0	    2	0	0
11.369	-22.75	0	    2	0	0
13.6429	-22.75	0	    2	0	0
15.9167	-22.75	0	    2	0	0
18.1905	-22.75	0	    2	0	0
20.4643	-22.75	0	    2	0	0
22.7381	-22.75	0	    2	0	0
25.0119	-22.75	0	    2	0	0
27.2857	-22.75	0	    2	0	0
29.5595	-22.75	0	    2	0	0
31.8333	-22.75	0	    2	0	0
34.1071	-22.75	0	    2	0	0
36.381	-22.75	0	    2	0	0
38.6548	-22.75	0	    2	0	0
40.9286	-22.75	0	    2	0	0
43.2024	-22.75	0	    2	0	0
45.4762	-22.75	0	    2	0	0
47.75	-22.75	0	    2	0	0
47.75	-20.475	0	    2	0	0
47.75	-18.2	0	    2	0	0
47.75	-15.925	0	    2	0	0
47.75	-13.65	0	    2	0	0
47.75	-11.375	0	    2	0	0
47.75	-9.1	0	    2	0	0
47.75	-6.825	0	    2	0	0
47.75	-4.55	0	    2	0	0
47.75	-2.275	0	    2	0	0
45.5	0	0	    2	0	0
45.5	2.27778	0	    2	0	0
45.5	4.55556	0	    2	0	0
45.5	6.83333	0	    2	0	0
45.5	9.11111	0	    2	0	0
45.5	11.3889	0	    2	0	0
45.5	13.6667	0	    2	0	0
45.5	15.9444	0	    2	0	0
45.5	18.2222	0	    2	0	0
45.5	20.5	0	    2	0	0
43.225	20.5	0	    2	0	0
40.95	20.5	0	    2	0	0
38.675	20.5	0	    2	0	0
36.4	20.5	0	    2	0	0
34.125	20.5	0	    2	0	0
31.85	20.5	0	    2	0	0
29.575	20.5	0	    2	0	0
27.3	20.5	0	    2	0	0
25.025	20.5	0	    2	0	0
22.75	20.5	0	    2	0	0
20.475	20.5	0	    2	0	0
18.2	20.5	0	    2	0	0
15.925	20.5	0	    2	0	0
13.65	20.5	0	    2	0	0
11.375	20.5	0	    2	0	0
9.1	20.5	0	    2	0	0
6.825	20.5	0	    2	0	0
4.55	20.5	0	    2	0	0
2.275	20.5	0	    2	0	0
0	20.5	0	    2	0	0
-2.275	20.5	0	    2	0	0
-4.55	20.5	0	    2	0	0
-6.825	20.5	0	    2	0	0
-9.1	20.5	0	    2	0	0
-11.375	20.5	0	    2	0	0
-13.65	20.5	0	    2	0	0
-15.925	20.5	0	    2	0	0
-18.2	20.5	0	    2	0	0
-20.475	20.5	0	    2	0	0
-22.75	20.5	0	    2	0	0
-25.025	20.5	0	    2	0	0
-27.3	20.5	0	    2	0	0
-29.575	20.5	0	    2	0	0
-31.85	20.5	0	    2	0	0
-34.125	20.5	0	    2	0	0
-36.4	20.5	0	    2	0	0
-38.675	20.5	0	    2	0	0
-40.95	20.5	0	    2	0	0
-43.225	20.5	0	    2	0	0
-45.5	20.5	0	    2	0	0
-45.5	18.2222	0	    2	0	0
-45.5	15.9444	0	    2	0	0
-45.5	13.6667	0	    2	0	0
-45.5	11.3889	0	    2	0	0
-45.5	9.11111	0	    2	0	0
-45.5	6.83333	0	    2	0	0
-45.5	4.55556	0	    2	0	0
-45.5	2.27778	0	    2	0	0
-45.5	0	0	    2	0	0
-45.5	-2.27778	0	    2	0	0
-45.5	-4.55556	0	    2	0	0
-45.5	-6.83333	0	    2	0	0
-45.5	-9.11111	0	    2	0	0
-45.5	-11.3889	0	    2	0	0
-45.5	-13.6667	0	    2	0	0
-45.5	-15.9444	0	    2	0	0
-45.5	-18.2222	0	    2	0	0
-45.5	-20.5	0	    2	0	0
-43.225	-20.5	0	    2	0	0
-40.95	-20.5	0	    2	0	0
-38.675	-20.5	0	    2	0	0
-36.4	-20.5	0	    2	0	0
-34.125	-20.5	0	    2	0	0
-31.85	-20.5	0	    2	0	0
-29.575	-20.5	0	    2	0	0
-27.3	-20.5	0	    2	0	0
-25.025	-20.5	0	    2	0	0
-22.75	-20.5	0	    2	0	0
-20.475	-20.5	0	    2	0	0
-18.2	-20.5	0	    2	0	0
-15.925	-20.5	0	    2	0	0
-13.65	-20.5	0	    2	0	0
-11.375	-20.5	0	    2	0	0
-9.1	-20.5	0	    2	0	0
-6.825	-20.5	0	    2	0	0
-4.55	-20.5	0	    2	0	0
-2.275	-20.5	0	    2	0	0
0	-20.5	0	    2	0	0
2.275	-20.5	0	    2	0	0
4.55	-20.5	0	    2	0	0
6.825	-20.5	0	    2	0	0
9.1	-20.5	0	    2	0	0
11.375	-20.5	0	    2	0	0
13.65	-20.5	0	    2	0	0
15.925	-20.5	0	    2	0	0
18.2	-20.5	0	    2	0	0
20.475	-20.5	0	    2	0	0
22.75	-20.5	0	    2	0	0
25.025	-20.5	0	    2	0	0
27.3	-20.5	0	    2	0	0
29.575	-20.5	0	    2	0	0
31.85	-20.5	0	    2	0	0
34.125	-20.5	0	    2	0	0
36.4	-20.5	0	    2	0	0
38.675	-20.5	0	    2	0	0
40.95	-20.5	0	    2	0	0
43.225	-20.5	0	    2	0	0
45.5	-20.5	0	    2	0	0
45.5	-18.2222	0	    2	0	0
45.5	-15.9444	0	    2	0	0
45.5	-13.6667	0	    2	0	0
45.5	-11.3889	0	    2	0	0
45.5	-9.11111	0	    2	0	0
45.5	-6.83333	0	    2	0	0
45.5	-4.55556	0	    2	0	0
45.5	-2.27778	0	    2	0	0
43.25	0	0	    2	0	0
43.25	2.28125	0	    2	0	0
43.25	4.5625	0	    2	0	0
43.25	6.84375	0	    2	0	0
43.25	9.125	0	    2	0	0
43.25	11.4062	0	    2	0	0
43.25	13.6875	0	    2	0	0
43.25	15.9688	0	    2	0	0
43.25	18.25	0	    2	0	0
40.9737	18.25	0	    2	0	0
38.6974	18.25	0	    2	0	0
36.4211	18.25	0	    2	0	0
34.1447	18.25	0	    2	0	0
31.8684	18.25	0	    2	0	0
29.5921	18.25	0	    2	0	0
27.3158	18.25	0	    2	0	0
25.0395	18.25	0	    2	0	0
22.7632	18.25	0	    2	0	0
20.4868	18.25	0	    2	0	0
18.2105	18.25	0	    2	0	0
15.9342	18.25	0	    2	0	0
13.6579	18.25	0	    2	0	0
11.3816	18.25	0	    2	0	0
9.10526	18.25	0	    2	0	0
6.82895	18.25	0	    2	0	0
4.55263	18.25	0	    2	0	0
2.27632	18.25	0	    2	0	0
0	18.25	0	    2	0	0
-2.27632	18.25	0	    2	0	0
-4.55263	18.25	0	    2	0	0
-6.82895	18.25	0	    2	0	0
-9.10526	18.25	0	    2	0	0
-11.3816	18.25	0	    2	0	0
-13.6579	18.25	0	    2	0	0
-15.9342	18.25	0	    2	0	0
-18.2105	18.25	0	    2	0	0
-20.4868	18.25	0	    2	0	0
-22.7632	18.25	0	    2	0	0
-25.0395	18.25	0	    2	0	0
-27.3158	18.25	0	    2	0	0
-29.5921	18.25	0	    2	0	0
-31.8684	18.25	0	    2	0	0
-34.1447	18.25	0	    2	0	0
-36.4211	18.25	0	    2	0	0
-38.6974	18.25	0	    2	0	0
-40.9737	18.25	0	    2	0	0
-43.25	18.25	0	    2	0	0
-43.25	15.9688	0	    2	0	0
-43.25	13.6875	0	    2	0	0
-43.25	11.4062	0	    2	0	0
-43.25	9.125	0	    2	0	0
-43.25	6.84375	0	    2	0	0
-43.25	4.5625	0	    2	0	0
-43.25	2.28125	0	    2	0	0
-43.25	0	0	    2	0	0
-43.25	-2.28125	0	    2	0	0
-43.25	-4.5625	0	    2	0	0
-43.25	-6.84375	0	    2	0	0
-43.25	-9.125	0	    2	0	0
-43.25	-11.4062	0	    2	0	0
-43.25	-13.6875	0	    2	0	0
-43.25	-15.9688	0	    2	0	0
-43.25	-18.25	0	    2	0	0
-40.9737	-18.25	0	    2	0	0
-38.6974	-18.25	0	    2	0	0
-36.4211	-18.25	0	    2	0	0
-34.1447	-18.25	0	    2	0	0
-31.8684	-18.25	0	    2	0	0
-29.5921	-18.25	0	    2	0	0
-27.3158	-18.25	0	    2	0	0
-25.0395	-18.25	0	    2	0	0
-22.7632	-18.25	0	    2	0	0
-20.4868	-18.25	0	    2	0	0
-18.2105	-18.25	0	    2	0	0
-15.9342	-18.25	0	    2	0	0
-13.6579	-18.25	0	    2	0	0
-11.3816	-18.25	0	    2	0	0
-9.10526	-18.25	0	    2	0	0
-6.82895	-18.25	0	    2	0	0
-4.55263	-18.25	0	    2	0	0
-2.27632	-18.25	0	    2	0	0
0	-18.25	0	    2	0	0
2.27632	-18.25	0	    2	0	0
4.55263	-18.25	0	    2	0	0
6.82895	-18.25	0	    2	0	0
9.10526	-18.25	0	    2	0	0
11.3816	-18.25	0	    2	0	0
13.6579	-18.25	0	    2	0	0
15.9342	-18.25	0	    2	0	0
18.2105	-18.25	0	    2	0	0
20.4868	-18.25	0	    2	0	0
22.7632	-18.25	0	    2	0	0
25.0395	-18.25	0	    2	0	0
27.3158	-18.25	0	    2	0	0
29.5921	-18.25	0	    2	0	0
31.8684	-18.25	0	    2	0	0
34.1447	-18.25	0	    2	0	0
36.4211	-18.25	0	    2	0	0
38.6974	-18.25	0	    2	0	0
40.9737	-18.25	0	    2	0	0
43.25	-18.25	0	    2	0	0
43.25	-15.9688	0	    2	0	0
43.25	-13.6875	0	    2	0	0
43.25	-11.4062	0	    2	0	0
43.25	-9.125	0	    2	0	0
43.25	-6.84375	0	    2	0	0
43.25	-4.5625	0	    2	0	0
43.25	-2.28125	0	    2	0	0
41	0	0	    2	0	0
41	2.28571	0	    2	0	0
41	4.57143	0	    2	0	0
41	6.85714	0	    2	0	0
41	9.14286	0	    2	0	0
41	11.4286	0	    2	0	0
41	13.7143	0	    2	0	0
41	16	0	    2	0	0
38.7222	16	0	    2	0	0
36.4444	16	0	    2	0	0
34.1667	16	0	    2	0	0
31.8889	16	0	    2	0	0
29.6111	16	0	    2	0	0
27.3333	16	0	    2	0	0
25.0556	16	0	    2	0	0
22.7778	16	0	    2	0	0
20.5	16	0	    2	0	0
18.2222	16	0	    2	0	0
15.9444	16	0	    2	0	0
13.6667	16	0	    2	0	0
11.3889	16	0	    2	0	0
9.11111	16	0	    2	0	0
6.83333	16	0	    2	0	0
4.55556	16	0	    2	0	0
2.27778	16	0	    2	0	0
0	16	0	    2	0	0
-2.27778	16	0	    2	0	0
-4.55556	16	0	    2	0	0
-6.83333	16	0	    2	0	0
-9.11111	16	0	    2	0	0
-11.3889	16	0	    2	0	0
-13.6667	16	0	    2	0	0
-15.9444	16	0	    2	0	0
-18.2222	16	0	    2	0	0
-20.5	16	0	    2	0	0
-22.7778	16	0	    2	0	0
-25.0556	16	0	    2	0	0
-27.3333	16	0	    2	0	0
-29.6111	16	0	    2	0	0
-31.8889	16	0	    2	0	0
-34.1667	16	0	    2	0	0
-36.4444	16	0	    2	0	0
-38.7222	16	0	    2	0	0
-41	16	0	    2	0	0
-41	13.7143	0	    2	0	0
-41	11.4286	0	    2	0	0
-41	9.14286	0	    2	0	0
-41	6.85714	0	    2	0	0
-41	4.57143	0	    2	0	0
-41	2.28571	0	    2	0	0
-41	0	0	    2	0	0
-41	-2.28571	0	    2	0	0
-41	-4.57143	0	    2	0	0
-41	-6.85714	0	    2	0	0
-41	-9.14286	0	    2	0	0
-41	-11.4286	0	    2	0	0
-41	-13.7143	0	    2	0	0
-41	-16	0	    2	0	0
-38.7222	-16	0	    2	0	0
-36.4444	-16	0	    2	0	0
-34.1667	-16	0	    2	0	0
-31.8889	-16	0	    2	0	0
-29.6111	-16	0	    2	0	0
-27.3333	-16	0	    2	0	0
-25.0556	-16	0	    2	0	0
-22.7778	-16	0	    2	0	0
-20.5	-16	0	    2	0	0
-18.2222	-16	0	    2	0	0
-15.9444	-16	0	    2	0	0
-13.6667	-16	0	    2	0	0
-11.3889	-16	0	    2	0	0
-9.11111	-16	0	    2	0	0
-6.83333	-16	0	    2	0	0
-4.55556	-16	0	    2	0	0
-2.27778	-16	0	    2	0	0
0	-16	0	    2	0	0
