4608
0	99.5185	9.8017    0	0	1
0	98.9177	14.673    0	0	1
0	98.0785	19.509    0	0	1
0	97.0031	24.298    0	0	1
0	95.694	29.0285    0	0	1
0	94.1544	33.689    0	0	1
0	92.388	38.2683    0	0	1
0	90.3989	42.7555    0	0	1
0	88.1921	47.1397    0	0	1
0	85.7729	51.4103    0	0	1
0	83.147	55.557    0	0	1
0	80.3208	59.5699    0	0	1
0	77.301	63.4393    0	0	1
0	74.0951	67.1559    0	0	1
0	70.7107	70.7107    0	0	1
0	67.1559	74.0951    0	0	1
0	63.4393	77.301    0	0	1
0	59.5699	80.3208    0	0	1
0	55.557	83.147    0	0	1
0	51.4103	85.7729    0	0	1
0	47.1397	88.1921    0	0	1
0	42.7555	90.3989    0	0	1
0	38.2683	92.388    0	0	1
0	33.689	94.1544    0	0	1
0	29.0285	95.694    0	0	1
0	24.298	97.0031    0	0	1
0	19.509	98.0785    0	0	1
0	14.673	98.9177    0	0	1
0	9.8017	99.5185    0	0	1
0	4.9068	99.8795    0	0	1
46.1687	62.0131	63.4258    0	0	0
80.5146	51.7128	29.0375    0	0	0
46.4921	65.5218	59.543    0	0	0
4.5365	82.9757	55.6278    0	0	0
13.8124	87.153	47.0485    0	0	0
42.1934	20.9868	88.2002    0	0	0
48.3687	80.7646	33.7274    0	0	0
66.5634	8.8022	74.1069    0	0	0
42.7549	67.9612	59.6095    0	0	0
68.4681	62.034	38.261    0	0	0
22.635	87.486	42.8235    0	0	0
59.8887	53.506	59.5857    0	0	0
62.772	9.0188	77.3197    0	0	0
26.5707	75.7794	59.5943    0	0	0
39.7747	81.1367	42.8348    0	0	0
53.41	34.3058	77.2689    0	0	0
31.3505	84.7462	42.8396    0	0	0
43.9798	17.029	88.1804    0	0	0
9.7779	16.8496	98.0841    0	0	0
56.4357	82.3851	5.2642    0	0	0
71.4657	55.3589	42.7557    0	0	0
48.464	86.9321	9.6976    0	0	0
44.3686	83.0165	33.7592    0	0	0
63.6133	21.5617	74.084    0	0	0
83.5119	39.5164	38.2651    0	0	0
27.3829	81.2518	51.4619    0	0	0
42.4898	64.5808	63.4345    0	0	0
31.611	94.38	9.6524    0	0	0
59.9237	76.2186	24.4924    0	0	0
89.3757	44.5588	5.1482    0	0	0
72.2819	62.6684	29.1203    0	0	0
17.5848	68.523	70.678    0	0	0
36.0839	93.1074	5.3828    0	0	0
11.0613	26.8221	95.6986    0	0	0
41.5763	57.2042	70.7042    0	0	0
8.8741	70.1684	70.694    0	0	0
25.1444	14.5255	95.691    0	0	0
62.2791	59.0189	51.3624    0	0	0
37.7091	20.171	90.3944    0	0	0
68.6135	58.8431	42.7748    0	0	0
26.2273	69.2803	67.1742    0	0	0
8.052	32.7087	94.1557    0	0	0
48.0296	73.9564	47.1551    0	0	0
90.3202	4.6027	42.674    0	0	0
13.8378	98.9274	4.6793    0	0	0
30.7827	77.227	55.5735    0	0	0
50.1125	62.8206	59.5173    0	0	0
28.0074	7.4768	95.7062    0	0	0
26.5645	78.8177	55.5166    0	0	0
20.5294	20.5213	95.6944    0	0	0
73.3212	63.5407	24.2195    0	0	0
60.2242	29.6992	74.1013    0	0	0
6.4116	13.2315	98.9132    0	0	0
13.7085	89.3806	42.6988    0	0	0
66.9389	38.6452	63.4486    0	0	0
22.3122	25.2358	94.1558    0	0	0
51.6752	74.2033	42.7029    0	0	0
70.2441	66.9238	24.2274    0	0	0
38.0557	3.9695	92.3905    0	0	0
43.8665	85.0328	29.0717    0	0	0
95.1176	27.0627	14.8412    0	0	0
46.5569	37.1135	80.3433    0	0	0
67.0947	73.5773	9.2023    0	0	0
80.104	22.2404	55.5762    0	0	0
76.6685	47.7993	42.8622    0	0	0
15.5198	34.9915	92.3836    0	0	0
47.9262	41.5498	77.3091    0	0	0
24.4704	45.2605	85.7478    0	0	0
85.6443	4.6019	51.4186    0	0	0
48.3832	51.5128	70.7495    0	0	0
86.2291	44.413	24.3317    0	0	0
95.2996	23.1245	19.5767    0	0	0
18.4046	95.2228	24.3698    0	0	0
66.5965	66.5669	33.6714    0	0	0
49.8321	12.618	85.7762    0	0	0
80.2129	4.4841	59.5465    0	0	0
40.0248	78.577	47.1558    0	0	0
72.8795	13.4035	67.1486    0	0	0
41.5715	47.9104	77.3072    0	0	0
79.8638	8.9614	59.5102    0	0	0
91.3415	22.8819	33.6622    0	0	0
47.0334	20.604	85.8099    0	0	0
47.5134	47.4583	74.0958    0	0	0
97.6115	9.299	19.6348    0	0	0
75.1873	59.1042	29.2157    0	0	0
31.5258	11.9948	94.1395    0	0	0
62.0454	25.7063	74.0915    0	0	0
23.9575	3.7823	97.0141    0	0	0
52.4617	81.607	24.2501    0	0	0
93.1002	36.077	5.5495    0	0	0
36.3672	11.8179	92.4    0	0	0
13.3356	72.8436	67.201    0	0	0
64.598	42.4977	63.4117    0	0	0
96.844	22.7992	10.0718    0	0	0
11.4659	9.1091	98.922    0	0	0
88.5707	44.0585	14.6316    0	0	0
95.2201	18.3817	24.3975    0	0	0
81.2246	17.8414	55.536    0	0	0
4.5852	96.928	24.1649    0	0	0
48.6407	87.2325	4.9561    0	0	0
82.0901	13.4274	55.506    0	0	0
82.6533	9.0299	55.5598    0	0	0
94.7233	13.645	29.0053    0	0	0
66.6035	73.1445	14.6239    0	0	0
22.0438	70.7648	67.1299    0	0	0
53.493	59.8581	59.6281    0	0	0
12.9214	45.3821	88.1675    0	0	0
31.6959	94.726	4.7285    0	0	0
96.9245	4.5879	24.1785    0	0	0
88.8575	35.5296	29.0172    0	0	0
88.6214	31.6833	33.7997    0	0	0
7.981	37.3846	92.4051    0	0	0
17.3985	64.8575	74.0999    0	0	0
13.213	6.3951	98.9167    0	0	0
4.6373	99.4595	9.2901    0	0	0
70.3029	38.8953	59.5371    0	0	0
34.8095	37.7872	85.7929    0	0	0
85.1405	22.8075	47.2326    0	0	0
37.8215	34.7959	85.7833    0	0	0
21.0163	42.1929	88.1934    0	0	0
51.2643	4.2669	85.7541    0	0	0
74.1763	55.0551	38.299    0	0	0
69.2466	26.3244	67.1709    0	0	0
51.5701	29.7819	80.3341    0	0	0
97.9605	4.6501	19.5479    0	0	0
78.2851	17.8868	59.5945    0	0	0
27.0605	86.2478	42.7673    0	0	0
62.018	68.4415	38.3344    0	0	0
23.0893	95.3593	19.3257    0	0	0
22.9	94.2644	24.286    0	0	0
54.8379	8.6732	83.172    0	0	0
65.5081	59.0064	47.1905    0	0	0
37.3106	55.8121	74.1143    0	0	0
46.3634	8.7062	88.1739    0	0	0
27.2242	95.7351	9.6761    0	0	0
35.9318	92.755	10.2671    0	0	0
81.5557	52.4747	24.394    0	0	0
98.5373	13.768	10.0416    0	0	0
7.894	5.7922	99.5195    0	0	0
93.9434	18.0655	29.1251    0	0	0
28.4348	37.6371	88.1755    0	0	0
91.0516	36.4919	19.4408    0	0	0
24.7961	40.0904	88.1925    0	0	0
74.2392	51.6781	42.637    0	0	0
59.9258	79.3943	10.2687    0	0	0
76.5855	63.5376	9.8807    0	0	0
56.2072	53.0724	63.4356    0	0	0
85.4004	35.3304	38.1909    0	0	0
26.0066	65.7737	70.6929    0	0	0
94.0704	4.5788	33.6124    0	0	0
94.277	22.8574	24.2772    0	0	0
68.039	42.7684	59.511    0	0	0
66.2109	50.3465	55.5099    0	0	0
90.6021	18.0487	38.282    0	0	0
96.0702	27.3648	4.6557    0	0	0
66	69.293	29.0256    0	0	0
70.9894	67.6402	19.6291    0	0	0
55.333	71.5324	42.6775    0	0	0
68.4428	17.619	70.7471    0	0	0
94.3887	31.6093	9.5727    0	0	0
28.4647	25.6424	92.37    0	0	0
86.2736	18.3487	47.1189    0	0	0
18.4052	83.7742	51.4115    0	0	0
76.781	51.3648	38.2927    0	0	0
40.7211	89.1829	19.7028    0	0	0
58.3186	45.7007	67.1594    0	0	0
79.0762	43.8643	42.6952    0	0	0
74.1701	30.7377	59.6154    0	0	0
21.6765	11.0255	96.9978    0	0	0
51.3708	76.8063	38.234    0	0	0
84.8908	49.0519	19.6841    0	0	0
12.633	49.8807	85.7457    0	0	0
44.9038	32.6471	83.1734    0	0	0
55.4842	21.7277	80.3082    0	0	0
69.2505	66.0099	29.1043    0	0	0
13.6949	98.0044	14.4077    0	0	0
72.3248	34.846	59.6228    0	0	0
97.9457	13.7071	14.7906    0	0	0
63.5593	73.2753	24.3093    0	0	0
95.7606	27.1897	9.52    0	0	0
67.2663	21.8557	70.6935    0	0	0
44.0885	88.5134	14.8858    0	0	0
59.399	4.428	80.3253    0	0	0
81.2002	39.8268	42.6656    0	0	0
95.5518	4.5551	29.1394    0	0	0
85.0578	43.8812	28.976    0	0	0
37.4116	7.908	92.4004    0	0	0
62.4081	62.3535	47.0879    0	0	0
43.5022	81.5254	38.2252    0	0	0
62.7055	72.3648	28.8333    0	0	0
11.8049	36.3962	92.3903    0	0	0
9.0291	82.6445	55.573    0	0	0
45.1802	24.464	85.792    0	0	0
83.0014	4.5487	55.5885    0	0	0
38.8357	70.3438	59.5276    0	0	0
54.4997	45.1137	70.672    0	0	0
22.4562	30.9412	92.4032    0	0	0
87.0699	39.7919	28.9041    0	0	0
30.6275	70.9456	63.4719    0	0	0
60.9686	42.1267	67.1429    0	0	0
70.6067	4.4552	70.6742    0	0	0
33.5742	58.1153	74.1309    0	0	0
52.4081	52.3995	67.1393    0	0	0
44.9071	87.2204	19.3893    0	0	0
83.7902	18.4223	51.3791    0	0	0
78.9785	56.2511	24.4585    0	0	0
66.9822	4.3857	74.1225    0	0	0
5.7275	7.909	99.5221    0	0	0
89.9266	9.1863	42.7647    0	0	0
18.5996	96.3356	19.3262    0	0	0
70.1221	8.8809	70.7391    0	0	0
13.8451	84.6831	51.3526    0	0	0
87.4759	22.6602	42.8308    0	0	0
26.8332	88.4376	38.1938    0	0	0
69.4841	13.2028	70.694    0	0	0
14.2701	3.2193	98.9242    0	0	0
4.2401	42.5161	90.4124    0	0	0
35.5031	23.7585	90.4161    0	0	0
66.9218	70.2421	24.2387    0	0	0
56.211	82.0817	10.145    0	0	0
44.8695	44.8242	77.3144    0	0	0
56.9293	17.5419	80.3202    0	0	0
87.6736	9.2369	47.202    0	0	0
57.1787	41.5838	70.7204    0	0	0
86.9303	48.4064	9.9974    0	0	0
52.8104	17.1551	83.1671    0	0	0
20.1503	37.7351	90.3882    0	0	0
8.644	54.9062	83.13    0	0	0
84.9451	52.5469	4.811    0	0	0
55.829	37.3514	74.081    0	0	0
8.9918	76.7317	63.4933    0	0	0
13.4111	79.1902	59.574    0	0	0
4.4635	59.3932	80.3276    0	0	0
96.5606	9.2164	24.3127    0	0	0
9.2238	99.0606	10.0955    0	0	0
58.1006	13.2626	80.3021    0	0	0
63.2115	69.7208	33.813    0	0	0
22.2088	74.081	63.3938    0	0	0
63.8422	76.821	4.7652    0	0	0
53.6408	25.805	80.354    0	0	0
58.9945	62.2542	51.4205    0	0	0
50.5066	44.2402	74.1073    0	0	0
81.4508	43.5611	38.317    0	0	0
33.036	27.1182	90.4059    0	0	0
40.1288	24.7813	88.1792    0	0	0
84.6916	13.8806	51.3289    0	0	0
3.2168	14.3373	98.9146    0	0	0
51.8627	68.3107	51.4189    0	0	0
31.5585	40.5877	85.7712    0	0	0
83.0309	35.6507	42.8357    0	0	0
88.4211	26.8171	38.2434    0	0	0
63.3957	53.8485	55.5097    0	0	0
95.9843	13.8045	24.4223    0	0	0
93.0921	13.7924	33.8176    0	0	0
17.0784	44.0031	88.1593    0	0	0
21.7153	55.4575	80.33    0	0	0
36.0748	87.0024	33.6033    0	0	0
11.0577	21.6082	97.0093    0	0	0
77.9801	55.4962	28.9703    0	0	0
43.6231	40.5471	80.3303    0	0	0
82.6111	22.9672	51.4579    0	0	0
71.0379	48.1441	51.3396    0	0	0
41.9377	8.3742	90.3941    0	0	0
47.8855	82.8598	29.0042    0	0	0
59.3981	22.1247	77.3457    0	0	0
44.0923	76.3297	47.219    0	0	0
67.7214	70.9807	19.3792    0	0	0
36.0081	77.8708	51.3766    0	0	0
83.8776	27.2906	47.1145    0	0	0
88.4999	18.231	42.8416    0	0	0
64.8179	17.3541	74.145    0	0	0
63.9367	30.0851	70.7601    0	0	0
9.1794	11.4995	98.9116    0	0	0
72.633	26.4285	63.4506    0	0	0
40.271	88.2036	24.4615    0	0	0
55.5299	65.3395	51.4507    0	0	0
97.7879	18.2815	10.1638    0	0	0
18.3601	92.3252	33.7486    0	0	0
60.8701	17.8237	77.312    0	0	0
46.9178	4.3033	88.2054    0	0	0
92.8105	35.9074	9.8425    0	0	0
55.4734	77.9131	29.1934    0	0	0
4.6062	88.0771	47.1297    0	0	0
87.2016	44.8961	19.4994    0	0	0
55.4054	4.3825	83.1326    0	0	0
82.4888	53.0675	19.4791    0	0	0
69.7728	63.1915	33.743    0	0	0
48.1233	70.9913	51.4235    0	0	0
9.1724	98.4623	14.8677    0	0	0
17.7292	71.9157	67.1849    0	0	0
9.0636	95.2711	29.0045    0	0	0
84.6245	52.411	9.5798    0	0	0
4.5494	80.2055	59.5515    0	0	0
84.7442	31.3731	42.827    0	0	0
9.3164	2.9836	99.5204    0	0	0
4.5338	98.7691	14.9701    0	0	0
17.2233	17.1456	97.002    0	0	0
73.4812	44.26	51.3961    0	0	0
4.5107	77.1829	63.4228    0	0	0
56.1335	75.6325	33.5971    0	0	0
30.3882	67.5324	67.2007    0	0	0
73.5087	38.9619	55.4837    0	0	0
54.0265	12.9776	83.1428    0	0	0
47.8581	76.6863	42.7647    0	0	0
4.4423	73.944	67.1756    0	0	0
4.6604	98.0046	19.323    0	0	0
86.3702	48.1835	14.783    0	0	0
18.188	88.5796	42.6948    0	0	0
56.936	79.8461	19.5675    0	0	0
39.275	39.245	83.1703    0	0	0
70.7699	21.9956	67.1403    0	0	0
98.9384	13.7972	4.563    0	0	0
32.719	8.0345	94.1537    0	0	0
8.9644	73.553	67.1535    0	0	0
29.8354	15.6418	94.1551    0	0	0
17.8534	60.8419	77.3274    0	0	0
58.8928	68.6104	42.7112    0	0	0
39.5233	83.5004	38.2829    0	0	0
62.8221	50.0351	59.5808    0	0	0
39.503	16.3216	90.4053    0	0	0
70.3376	70.3878	9.9081    0	0	0
27.6673	94.1279	19.3508    0	0	0
18.2956	86.3091	47.0746    0	0	0
22.2334	77.2222	59.5181    0	0	0
82.3159	31.6326	47.1537    0	0	0
73.9985	48.0726	47.0451    0	0	0
28.9987	47.3814	83.1509    0	0	0
46.6855	68.8451	55.5051    0	0	0
90.0553	36.0832	24.2498    0	0	0
86.2946	27.0325	42.6905    0	0	0
55.54	68.5853	47.0252    0	0	0
73.8129	67.3137	4.5299    0	0	0
33.5673	49.2433	80.3015    0	0	0
90.056	27.351	33.7911    0	0	0
21.2966	51.3625	83.1165    0	0	0
8.7965	66.538	74.1304    0	0	0
74.0747	22.1531	63.4207    0	0	0
94.1029	27.603	19.5631    0	0	0
30.1974	30.225	90.4133    0	0	0
44.3053	50.5324	74.0508    0	0	0
27.3105	90.0817	33.7553    0	0	0
29.8057	51.5973	80.3078    0	0	0
70.9382	30.6173	63.4851    0	0	0
26.3751	57.7019	77.2971    0	0	0
18.0459	90.6542	38.1598    0	0	0
42.2564	36.0384	83.1602    0	0	0
36.4468	91.0438	19.5615    0	0	0
50.7151	8.4887	85.7667    0	0	0
71.3501	51.8384	47.1375    0	0	0
69.9847	69.9209	14.6016    0	0	0
31.7829	79.6889	51.3764    0	0	0
22.7945	96.879	9.7401    0	0	0
85.1509	40.24	33.6166    0	0	0
17.7823	75.1955	63.4778    0	0	0
63.2675	4.5722	77.3067    0	0	0
92.2392	4.5562	38.3559    0	0	0
80.6153	35.882	47.0494    0	0	0
55.8727	81.6012	14.8152    0	0	0
65.4617	46.4915	59.6096    0	0	0
9.0761	91.9904	38.1495    0	0	0
3.8267	24.0244	96.9958    0	0	0
91.0623	40.2219	9.4796    0	0	0
42.5109	4.153	90.4189    0	0	0
93.0577	27.337	24.3507    0	0	0
3.3994	19.1768	98.0851    0	0	0
28.7771	3.7752	95.6955    0	0	0
27.2987	83.8375	47.1811    0	0	0
84.1015	52.0396	14.7925    0	0	0
48.6212	16.7401	85.7657    0	0	0
27.3808	96.055	4.8712    0	0	0
65.765	26.0095	70.6998    0	0	0
25.5759	28.4145	92.4039    0	0	0
44.5358	89.4353	4.2294    0	0	0
4.3836	46.8966	88.2128    0	0	0
34.8042	31.7097	88.2222    0	0	0
9.1815	96.6025	24.1589    0	0	0
68.2467	51.9215	51.4447    0	0	0
49.0538	84.9035	19.6244    0	0	0
35.6805	83.0928	42.6906    0	0	0
55.4842	49.1535	67.1226    0	0	0
77.1573	22.2825	59.5839    0	0	0
13.7908	93.1322	33.7075    0	0	0
92.386	18.3761	33.5731    0	0	0
17.6888	23.0377	95.6889    0	0	0
40.9324	12.3658	90.397    0	0	0
64.1929	74.0758	19.7999    0	0	0
97.2594	22.8837	4.1154    0	0	0
85.2744	9.2303	51.4109    0	0	0
13.5471	91.4051	38.2306    0	0	0
4.5966	95.5713	29.0687    0	0	0
96.2843	22.6719	14.6734    0	0	0
78.3013	52.2909	33.6835    0	0	0
38.3105	63.4513	67.1285    0	0	0
81.301	27.3435	51.4051    0	0	0
75.4708	34.882	55.5644    0	0	0
92.1948	35.738	14.9304    0	0	0
67.552	30.4141	67.1692    0	0	0
9.1828	87.6689	47.2212    0	0	0
14.5411	25.1416	95.6894    0	0	0
73.5828	8.963	67.1211    0	0	0
75.7933	26.4798	59.6171    0	0	0
11.993	31.4943	94.1503    0	0	0
50.7527	37.984	77.3394    0	0	0
93.023	22.5733	28.9337    0	0	0
13.5892	94.7479	28.9513    0	0	0
51.3381	21.2297	83.1487    0	0	0
13.7542	98.5608	9.828    0	0	0
39.7825	87.009	29.0997    0	0	0
40.2147	85.082	33.8206    0	0	0
93.7697	31.4567	14.7552    0	0	0
4.5323	63.2521	77.3216    0	0	0
89.2074	40.7702	19.4891    0	0	0
22.9761	82.6483	51.3942    0	0	0
47.4997	79.2244	38.3051    0	0	0
3.8129	28.7557	95.7004    0	0	0
34.9489	75.494	55.4908    0	0	0
4.6264	94.0608	33.6327    0	0	0
27.1705	33.0165	90.3973    0	0	0
37.9057	59.719	70.688    0	0	0
55.6552	30.4064	77.3172    0	0	0
59.0367	65.576	47.058    0	0	0
34.3317	53.3734	77.2827    0	0	0
4.4844	70.6209	70.6581    0	0	0
99.4333	4.5992	9.5852    0	0	0
57.7344	26.3049	77.2967    0	0	0
60.5866	77.1142	19.5618    0	0	0
31.1546	86.9975	38.2208    0	0	0
4.5837	90.3072	42.7035    0	0	0
90.4701	31.2589	28.9491    0	0	0
94.66	31.7637	5.528    0	0	0
4.5301	92.2448	38.3456    0	0	0
79.1457	13.476	59.6184    0	0	0
51.7581	80.4633	29.099    0	0	0
44.1878	73.4702	51.474    0	0	0
16.3875	39.4645	90.4102    0	0	0
99.055	9.1848	10.1854    0	0	0
25.8767	53.68	80.3048    0	0	0
7.4866	28.0414	95.6955    0	0	0
91.3719	40.3194	5.0518    0	0	0
78.9665	59.6312	14.4368    0	0	0
36.0474	90.0613	24.2807    0	0	0
22.1361	59.4311	77.3171    0	0	0
23.0255	17.7209	95.6859    0	0	0
22.476	89.5985	38.3006    0	0	0
4.3596	66.9793	74.1267    0	0	0
13.4617	82.0853	55.5049    0	0	0
51.5755	48.4407	70.6645    0	0	0
75.2534	17.8596	63.3874    0	0	0
35.3687	85.385	38.1896    0	0	0
33.4625	4.1044	94.1457    0	0	0
76.0779	13.3883	63.5052    0	0	0
40.3466	91.4139	3.9558    0	0	0
14.2574	19.6692	97.0044    0	0	0
77.8423	36.0422	51.3959    0	0	0
97.2614	18.1784	14.4831    0	0	0
56.7579	56.7744	59.6256    0	0	0
35.5593	88.7903	29.1861    0	0	0
21.8336	67.2405	70.7249    0	0	0
91.3643	13.5128	38.3401    0	0	0
74.0792	64.1988	19.7682    0	0	0
32.6986	44.9072	83.1513    0	0	0
42.8622	71.2206	55.5918    0	0	0
4.2578	2.4276	99.8798    0	0	0
27.6899	19.1432	94.1637    0	0	0
13.0564	65.8284	74.136    0	0	0
33.139	19.1791	92.3795    0	0	0
19.2185	3.3871	98.0774    0	0	0
7.496	23.1457	96.9953    0	0	0
4.3776	55.3688	83.1573    0	0	0
70.5961	70.6538	4.9225    0	0	0
74	4.5203	67.1087    0	0	0
71.4524	58.5822	38.2451    0	0	0
53.8441	63.3383	55.5794    0	0	0
12.541	14.9233	98.0817    0	0	0
3.05	9.3622	99.5141    0	0	0
52.5824	84.8766	5.5726    0	0	0
26.8147	11.1218	95.6937    0	0	0
98.8011	4.591	14.7399    0	0	0
44.3689	89.1105	9.5242    0	0	0
68.776	46.6586	55.6133    0	0	0
76.1305	63.1834	14.5605    0	0	0
52.0716	84.1513	14.3911    0	0	0
81.5821	55.9383	14.6719    0	0	0
44.4651	86.2627	24.1164    0	0	0
26.4267	72.6456	63.437    0	0	0
55.0761	74.1724	38.2764    0	0	0
9.0067	62.7978	77.3002    0	0	0
22.8685	97.2418	4.5892    0	0	0
31.4397	93.8253	14.4348    0	0	0
13.379	76.1763	63.389    0	0	0
22.6606	96.2816	14.7087    0	0	0
45.0841	54.5333	70.6651    0	0	0
9.2418	93.7002	33.6878    0	0	0
82.0589	56.2748	9.9742    0	0	0
9.1344	89.958	42.7098    0	0	0
96.2721	18.5573	19.6803    0	0	0
27.345	93.1018	24.1726    0	0	0
18.2564	97.8199	9.898    0	0	0
23.1528	7.5454	96.9898    0	0	0
22.6048	93.0038	28.9709    0	0	0
13.0084	54.0451	83.1258    0	0	0
15.6789	29.8191	94.1541    0	0	0
34.8831	72.3574	59.5615    0	0	0
49.4645	25.2646	83.1563    0	0	0
34.0639	61.9554	70.719    0	0	0
49.6483	59.1921	63.4928    0	0	0
91.6502	31.7738	24.3036    0	0	0
40.9284	53.2299	74.1043    0	0	0
78.7459	26.5504	55.6251    0	0	0
45.3191	12.8778	88.2063    0	0	0
87.214	48.5593	5.9761    0	0	0
53.3148	40.9108	74.0529    0	0	0
19.1231	27.6804	94.1706    0	0	0
2.4378	4.2185	99.8812    0	0	0
14.9629	12.563	98.0728    0	0	0
31.7688	91.6911	24.1554    0	0	0
43.8712	79.004	42.8215    0	0	0
52.4145	84.571	10.0236    0	0	0
30.911	22.458	92.4129    0	0	0
59.7165	72.7628	33.7566    0	0	0
17.5758	56.9613	80.2901    0	0	0
45.6937	58.2889	67.1899    0	0	0
67.2912	73.7783	5.3534    0	0	0
16.9179	9.7892	98.0712    0	0	0
19.6616	14.2772	97.003    0	0	0
79.6829	31.7154	51.4273    0	0	0
4.1066	33.3947	94.1697    0	0	0
22.8191	85.1597	47.1923    0	0	0
39.9359	90.5198	14.5361    0	0	0
58.6071	71.4381	38.2337    0	0	0
40.5961	31.5396	85.7742    0	0	0
65.3391	65.3002	38.2973    0	0	0
76.844	63.8094	4.8333    0	0	0
61.9877	46.1502	63.4641    0	0	0
9.3091	97.6025	19.6749    0	0	0
93.6932	9.263	33.7014    0	0	0
31.5618	82.3836	47.0829    0	0	0
4.6156	99.7736	4.892    0	0	0
98.1518	18.3749	5.3467    0	0	0
30.7636	74.1779	59.5923    0	0	0
9.0063	79.8151	59.5687    0	0	0
82.3981	56.4734	4.6162    0	0	0
40.219	75.7616	51.4063    0	0	0
76.2643	59.9227	24.352    0	0	0
26.9254	91.852	28.9522    0	0	0
71.906	17.7767	67.1827    0	0	0
86.9734	31.1448	38.2835    0	0	0
17.8674	78.3209	59.5532    0	0	0
49.2382	33.5275	80.3213    0	0	0
91.7825	26.9495	29.1496    0	0	0
12.3636	40.8868	90.418    0	0	0
27.025	95.1293	14.8343    0	0	0
65.8871	13.1226	74.0722    0	0	0
52.3298	78.2929	33.6425    0	0	0
75.5946	56.1149	33.713    0	0	0
71.2389	42.8433	55.5831    0	0	0
4.231	51.2719	85.7513    0	0	0
76.7478	9.0097	63.4712    0	0	0
88.1031	4.641	47.0777    0	0	0
56.2567	78.9999	24.3762    0	0	0
17.8817	81.1843	55.582    0	0	0
13.8234	96.029	24.2352    0	0	0
75.7907	40.1469	51.4198    0	0	0
77.0925	60.6017	19.6006    0	0	0
83.0321	44.4242	33.6475    0	0	0
38.9534	73.4185	55.609    0	0	0
49.1218	55.5052	67.1284    0	0	0
59.2635	49.6775	63.4033    0	0	0
18.2923	6.6873	98.085    0	0	0
19.1226	33.1602	92.3836    0	0	0
61.9504	34.0299	70.7398    0	0	0
89.3602	13.6847	42.7491    0	0	0
48.4564	83.9963	24.4254    0	0	0
13.5222	61.9586	77.3193    0	0	0
65.5353	62.3048	42.6993    0	0	0
89.6441	22.4946	38.1829    0	0	0
73.1328	66.6276	14.5724    0	0	0
25.7194	62.0738	74.0632    0	0	0
51.8623	71.3279	47.1447    0	0	0
53.0177	82.5345	19.421    0	0	0
60.3874	57.1865	55.5254    0	0	0
31.6962	88.6694	33.6613    0	0	0
40.4885	43.7024	80.3168    0	0	0
95.2599	9.0538	29.0445    0	0	0
68.5326	55.4602	47.1959    0	0	0
97.042	13.996	19.6711    0	0	0
58.9532	8.8977	80.283    0	0	0
30.4299	55.6843	77.287    0	0	0
73.5738	67.0031	9.8734    0	0	0
79.3885	59.9474	10.1874    0	0	0
40.2455	91.0321	9.6671    0	0	0
58.1363	33.5808	74.1114    0	0	0
16.6587	48.6062	85.79    0	0	0
99.4729	9.192	4.5444    0	0	0
77.2003	30.7664	55.6196    0	0	0
25.1807	49.4716	83.1775    0	0	0
62.2349	65.4886	42.8727    0	0	0
